,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.845,27.112,83.284,25.408,87.4502,"[13, 23, 42, 42, 48, 52, 49, 65, 59, 61, 57, 59, 59, 61, 73]",830331,97.5,12375444,63.2,15587839,76.8
1,1,0.1,0.05,1.628,37.766,89.5021,32.6732,86.6142,"[13, 23, 42, 42, 48, 52, 49, 65, 59, 61, 57, 59, 59, 61, 73]",830331,97.5,12375444,63.2,15587839,76.8
2,2,0.1,0.05,1.561,41.64,90.8268,30.2448,80.3045,"[13, 23, 42, 41, 48, 51, 49, 65, 59, 61, 57, 59, 59, 61, 73]",829945,97.5,12358596,63.2,15566407,76.9
3,3,0.1,0.05,1.553,42.414,90.643,29.5581,81.4789,"[13, 23, 42, 41, 48, 51, 48, 65, 58, 61, 57, 59, 59, 61, 73]",829175,97.5,12326164,63.3,15525439,76.9
4,4,0.1,0.05,1.545,42.63,91.0306,28.7719,80.3245,"[13, 23, 42, 41, 48, 51, 48, 65, 58, 61, 57, 59, 58, 61, 73]",828662,97.5,12304748,63.4,15498435,77.0
5,5,0.1,0.05,1.452,47.066,92.0916,37.6294,89.9781,"[13, 23, 42, 40, 48, 50, 48, 65, 58, 61, 57, 59, 58, 61, 73]",828276,97.5,12287932,63.5,15477051,77.0
6,6,0.1,0.05,1.4,49.438,92.8868,39.0526,87.9479,"[13, 23, 40, 40, 48, 50, 48, 64, 58, 61, 57, 59, 58, 60, 73]",823408,97.6,12249292,63.6,15427923,77.1
7,7,0.1,0.05,1.346,51.422,93.5542,39.8487,89.6696,"[13, 23, 40, 40, 48, 50, 48, 64, 58, 60, 57, 59, 58, 60, 73]",822895,97.6,12227844,63.6,15400871,77.1
8,8,0.1,0.05,1.342,51.946,93.6641,44.2376,93.2623,"[13, 23, 40, 40, 47, 50, 48, 64, 58, 60, 57, 59, 58, 60, 73]",822638,97.6,12221452,63.7,15392691,77.1
9,9,0.1,0.05,1.361,51.046,93.2545,34.9821,86.0669,"[13, 23, 40, 40, 47, 50, 48, 64, 58, 60, 57, 59, 58, 60, 73]",822638,97.6,12221452,63.7,15392691,77.1
10,10,0.1,0.05,1.362,50.918,93.4203,47.6811,92.5756,"[13, 23, 39, 40, 47, 49, 48, 64, 58, 60, 57, 59, 58, 60, 73]",822252,97.6,12206972,63.7,15374235,77.1
11,11,0.1,0.05,1.354,51.154,93.3883,44.5263,92.3268,"[13, 23, 39, 40, 47, 49, 48, 64, 58, 60, 57, 59, 58, 60, 73]",822252,97.6,12206972,63.7,15374235,77.1
12,12,0.1,0.05,1.387,49.89,92.9188,38.3061,88.5748,"[13, 23, 39, 40, 47, 49, 48, 64, 57, 60, 57, 59, 58, 59, 73]",817642,97.6,12166188,63.8,15322787,77.2
13,13,0.1,0.05,1.38,50.276,92.9568,26.1445,73.2385,"[13, 23, 39, 40, 46, 49, 48, 64, 57, 60, 57, 59, 58, 59, 73]",817385,97.6,12159812,63.8,15314631,77.2
14,14,0.1,0.05,1.394,50.032,92.8808,34.375,84.8726,"[13, 23, 39, 40, 46, 49, 48, 64, 57, 60, 57, 59, 57, 59, 73]",816872,97.6,12138412,63.9,15287651,77.3
15,15,0.1,0.05,1.37,51.096,92.9787,31.6879,83.1409,"[13, 23, 39, 40, 46, 48, 48, 64, 57, 60, 57, 58, 57, 59, 73]",816102,97.6,12105980,64.0,15246683,77.3
16,16,0.1,0.05,1.359,51.466,93.0906,35.828,86.5943,"[13, 23, 39, 40, 46, 48, 47, 63, 57, 60, 57, 58, 57, 59, 73]",815332,97.6,12082700,64.1,15217139,77.4
17,17,0.1,0.05,1.343,52.088,93.4922,39.3412,90.2966,"[13, 23, 37, 40, 46, 48, 47, 63, 57, 59, 57, 58, 57, 59, 73]",814561,97.6,12054420,64.2,15181247,77.4
18,18,0.1,0.05,1.325,52.938,93.5442,42.5159,90.625,"[13, 23, 37, 40, 46, 48, 47, 63, 57, 59, 57, 58, 57, 59, 73]",814561,97.6,12054420,64.2,15181247,77.4
19,19,0.1,0.05,1.28,54.31,94.1236,44.994,89.2217,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,12009772,64.3,15124771,77.5
20,0,0.1,0.05,1.176,57.8505,95.0527,59.4646,95.6508,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
21,1,0.1,0.05,1.123,59.8785,95.5083,61.6939,96.2978,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
22,2,0.1,0.05,1.092,60.7137,95.858,61.8929,96.2082,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
23,3,0.1,0.05,1.073,61.499,96.0458,62.2911,96.4769,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
24,4,0.1,0.05,1.062,62.1144,96.0258,63.1967,96.7357,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
25,5,0.1,0.05,1.051,62.3641,96.1677,63.0971,96.8651,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
26,6,0.1,0.05,1.03,63.0754,96.2636,63.6644,96.7357,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
27,7,0.1,0.05,1.023,63.4091,96.3775,62.8981,96.4073,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
28,8,0.1,0.05,1.012,63.9646,96.4494,63.8435,96.8153,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
29,9,0.1,0.05,1.004,63.8847,96.5573,64.4904,96.8949,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
30,10,0.1,0.05,0.991,64.3982,96.5573,64.4208,96.3874,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
31,11,0.1,0.05,0.986,64.8078,96.6992,64.0924,96.7456,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
32,12,0.1,0.05,0.974,65.0236,96.865,65.6549,97.1935,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
33,13,0.1,0.05,0.959,65.7948,96.9729,64.789,97.0144,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
34,14,0.1,0.05,0.955,65.8867,97.0029,65.0776,97.0343,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
35,15,0.1,0.05,0.945,66.1005,97.0229,64.2118,97.0442,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
36,16,0.1,0.05,0.935,66.676,96.9949,66.8292,97.3129,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
37,17,0.1,0.05,0.926,66.9078,97.0388,66.9486,97.4224,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
38,18,0.1,0.05,0.92,67.0636,97.1248,66.7695,96.8153,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
39,19,0.1,0.05,0.909,67.3453,97.2007,66.3316,97.1238,"[13, 23, 37, 40, 46, 47, 47, 62, 57, 59, 57, 58, 56, 59, 73]",813278,97.6,6066812,82.0,9063809,86.5
