,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.15,0.05,1.934,22.816,80.5906,23.8654,83.1807,"[13, 17, 28, 20, 28, 24, 26, 29, 29, 31, 30, 27, 29, 29, 35]",425355,98.7,6029380,82.1,7592327,88.7
1,1,0.15,0.05,1.697,34.65,88.2133,32.6035,82.9319,"[13, 17, 27, 20, 28, 24, 26, 28, 29, 31, 30, 27, 29, 29, 35]",424713,98.7,6014404,82.1,7573383,88.7
2,2,0.15,0.05,1.598,39.616,90.1475,31.0808,87.9678,"[13, 17, 27, 20, 28, 24, 26, 28, 29, 31, 30, 27, 29, 29, 35]",424713,98.7,6014404,82.1,7573383,88.7
3,3,0.15,0.05,1.585,40.392,90.7549,34.4347,89.1122,"[13, 17, 26, 20, 28, 24, 26, 28, 29, 31, 30, 27, 29, 29, 35]",424584,98.7,6011164,82.1,7569227,88.7
4,4,0.15,0.05,1.539,42.58,91.3243,26.0549,75.8658,"[13, 17, 26, 20, 28, 23, 26, 28, 29, 31, 30, 27, 29, 29, 35]",424327,98.7,6000548,82.2,7555863,88.8
5,5,0.15,0.05,1.514,44.31,91.3643,17.8941,55.633,"[13, 17, 26, 20, 27, 23, 26, 28, 29, 31, 30, 27, 29, 29, 35]",424070,98.7,5994476,82.2,7548163,88.8
6,6,0.15,0.05,1.514,44.986,91.1945,37.3706,87.1119,"[13, 17, 25, 20, 27, 23, 26, 28, 29, 31, 30, 27, 29, 29, 35]",423941,98.7,5991252,82.2,7544031,88.8
7,7,0.15,0.05,1.491,45.452,91.67,27.488,79.1302,"[13, 17, 24, 20, 26, 23, 25, 28, 29, 31, 30, 27, 28, 29, 35]",422785,98.7,5950404,82.3,7492551,88.9
8,8,0.15,0.05,1.442,47.194,92.3953,31.9865,84.8925,"[12, 16, 24, 20, 26, 23, 25, 28, 28, 31, 30, 27, 28, 29, 35]",422142,98.7,5926080,82.4,7461916,88.9
9,9,0.15,0.05,1.485,45.858,91.7299,35.0318,89.5701,"[12, 16, 24, 20, 26, 23, 25, 28, 28, 31, 30, 27, 28, 29, 35]",422142,98.7,5926080,82.4,7461916,88.9
10,10,0.15,0.05,1.45,47.18,92.2594,45.4916,91.8292,"[12, 16, 24, 20, 26, 23, 25, 28, 28, 31, 29, 27, 28, 29, 35]",421629,98.7,5905128,82.4,7435608,88.9
11,11,0.15,0.05,1.435,47.862,92.5512,17.8842,65.0478,"[12, 16, 24, 20, 25, 22, 25, 28, 28, 31, 29, 27, 28, 29, 35]",421115,98.7,5888488,82.5,7414616,89.0
12,12,0.15,0.05,1.461,46.98,92.2215,39.6596,88.9132,"[12, 16, 23, 20, 25, 22, 25, 28, 28, 31, 29, 27, 28, 29, 35]",420986,98.7,5885296,82.5,7410532,89.0
13,13,0.15,0.05,1.427,48.278,92.5671,33.8177,85.4797,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 29, 27, 28, 29, 35]",420473,98.7,5864376,82.6,7384272,89.0
14,14,0.15,0.05,1.506,45.4,91.4242,40.1672,88.9331,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 29, 27, 28, 29, 35]",420473,98.7,5864376,82.6,7384272,89.0
15,15,0.15,0.05,1.451,47.384,92.3613,41.1027,91.6501,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 28, 26, 28, 29, 35]",419447,98.8,5822536,82.7,7331752,89.1
16,16,0.15,0.05,1.342,51.868,93.5802,41.6899,91.1326,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 28, 26, 28, 29, 35]",419447,98.8,5822536,82.7,7331752,89.1
17,17,0.15,0.05,1.357,51.05,93.2245,32.1159,80.8818,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 28, 26, 28, 29, 35]",419447,98.8,5822536,82.7,7331752,89.1
18,18,0.15,0.05,1.34,51.926,93.3784,40.5653,88.1568,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 28, 26, 28, 29, 35]",419447,98.8,5822536,82.7,7331752,89.1
19,19,0.15,0.05,1.396,49.742,92.8069,40.9733,90.5952,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 28, 26, 28, 29, 35]",419447,98.8,5822536,82.7,7331752,89.1
20,0,0.15,0.05,1.221,55.9383,94.9169,58.1409,95.5713,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 28, 26, 28, 29, 35]",419447,98.8,2943707,91.2,4423382,93.4
21,1,0.15,0.05,1.187,57.0372,95.1147,59.1262,95.8002,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 28, 26, 28, 29, 35]",419447,98.8,2943707,91.2,4423382,93.4
22,2,0.15,0.05,1.17,57.6507,95.3305,59.584,95.8201,"[12, 16, 23, 20, 25, 22, 25, 28, 27, 31, 28, 26, 28, 29, 35]",419447,98.8,2943707,91.2,4423382,93.4
