,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.513,43.29,90.667,47.1437,91.4013,"[68, 74]",2874318,87.6,6190816,73.4,9478128,79.6
1,1,0.1,0.05,1.153,58.276,95.6342,56.3296,94.5462,"[67, 74]",2870221,87.7,6169256,73.5,9450908,79.7
2,2,0.1,0.05,1.008,64.31,96.6832,68.6107,97.4224,"[67, 74]",2870221,87.7,6169256,73.5,9450908,79.7
3,3,0.1,0.05,0.921,67.568,97.3665,64.0127,96.1784,"[67, 74]",2870221,87.7,6169256,73.5,9450908,79.7
4,4,0.1,0.05,0.853,70.044,97.5843,65.5653,96.3476,"[67, 74]",2870221,87.7,6169256,73.5,9450908,79.7
5,5,0.1,0.05,0.823,71.386,97.7621,65.5653,97.1736,"[66, 74]",2866124,87.7,6147712,73.6,9423712,79.7
6,6,0.1,0.05,0.775,72.976,98.1478,71.457,97.711,"[66, 74]",2866124,87.7,6147712,73.6,9423712,79.7
7,7,0.1,0.05,0.747,74.332,98.1817,63.1966,97.0044,"[66, 74]",2866124,87.7,6147712,73.6,9423712,79.7
8,8,0.1,0.05,0.697,75.684,98.4275,72.5418,97.9101,"[66, 74]",2866124,87.7,6147712,73.6,9423712,79.7
9,9,0.1,0.05,0.682,76.466,98.5114,55.7723,93.74,"[66, 74]",2866124,87.7,6147712,73.6,9423712,79.7
10,10,0.1,0.05,0.741,74.912,97.964,73.0693,97.9499,"[66, 74]",2866124,87.7,6147712,73.6,9423712,79.7
11,11,0.1,0.05,0.687,76.494,98.2836,73.7759,97.6812,"[65, 74]",2862027,87.7,6126184,73.7,9396540,79.8
12,12,0.1,0.05,0.667,77.312,98.3816,66.7795,96.5565,"[65, 74]",2862027,87.7,6126184,73.7,9396540,79.8
13,13,0.1,0.05,0.643,77.95,98.4715,78.9908,98.8257,"[65, 74]",2862027,87.7,6126184,73.7,9396540,79.8
14,14,0.1,0.05,0.605,79.222,98.7532,72.6414,97.9698,"[64, 74]",2857930,87.7,6104672,73.8,9369392,79.9
15,15,0.1,0.05,0.574,80.288,98.7972,77.5776,98.4873,"[64, 74]",2857930,87.7,6104672,73.8,9369392,79.9
16,16,0.1,0.05,0.627,78.532,98.6173,72.3527,97.5817,"[64, 74]",2857930,87.7,6104672,73.8,9369392,79.9
17,17,0.1,0.05,0.566,80.586,98.8651,77.498,98.6963,"[64, 74]",2857930,87.7,6104672,73.8,9369392,79.9
18,18,0.1,0.05,0.57,80.436,98.8131,77.6174,97.93,"[64, 74]",2857930,87.7,6104672,73.8,9369392,79.9
19,19,0.1,0.05,0.547,81.564,98.8811,81.0211,98.9252,"[64, 74]",2857930,87.7,6104672,73.8,9369392,79.9
