,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.915,29.51,81.6716,32.6334,84.365,"[10, 24, 60]",36494,94.4,515808,21.4,657062,50.0
1,1,0.1,0.05,1.769,34.568,86.5189,31.6083,85.8081,"[10, 24, 60]",36494,94.4,515808,21.4,657062,50.0
2,2,0.1,0.05,1.654,38.898,89.4182,39.0924,90.4956,"[10, 24, 59]",35993,94.5,507856,22.6,646884,50.7
3,3,0.1,0.05,1.593,41.276,90.4352,42.0083,91.4311,"[10, 22, 59]",35891,94.5,502720,23.4,640280,51.2
4,4,0.1,0.05,1.626,39.952,89.576,42.3766,90.3264,"[10, 22, 59]",35891,94.5,502720,23.4,640280,51.2
5,5,0.1,0.05,1.556,42.914,90.7429,45.422,90.6648,"[10, 22, 59]",35891,94.5,502720,23.4,640280,51.2
6,6,0.1,0.05,1.485,45.948,91.7579,42.7349,92.2273,"[10, 22, 59]",35891,94.5,502720,23.4,640280,51.2
7,7,0.1,0.05,1.48,46.08,91.8039,38.4355,88.5848,"[10, 21, 58]",35339,94.6,492240,25.0,626860,52.3
8,8,0.1,0.05,1.618,40.828,90.0396,33.0414,87.4403,"[10, 21, 58]",35339,94.6,492240,25.0,626860,52.3
9,9,0.1,0.05,1.587,42.03,90.4572,33.0115,84.166,"[10, 21, 58]",35339,94.6,492240,25.0,626860,52.3
10,10,0.1,0.05,1.541,43.836,91.2444,46.8352,92.078,"[10, 21, 58]",35339,94.6,492240,25.0,626860,52.3
11,11,0.1,0.05,1.503,45.372,91.3443,40.3165,90.7046,"[10, 21, 58]",35339,94.6,492240,25.0,626860,52.3
12,12,0.1,0.05,1.528,44.366,91.1525,41.2321,89.7492,"[10, 21, 58]",35339,94.6,492240,25.0,626860,52.3
13,13,0.1,0.05,1.508,45.038,91.5841,38.6246,89.2018,"[10, 20, 58]",35288,94.6,489712,25.4,623618,52.5
14,14,0.1,0.05,1.554,43.358,90.4612,45.9892,92.1676,"[10, 20, 57]",34787,94.7,481792,26.6,613488,53.3
15,15,0.1,0.05,1.505,45.496,91.4063,47.8304,92.8941,"[10, 20, 57]",34787,94.7,481792,26.6,613488,53.3
16,16,0.1,0.05,1.498,45.614,91.5441,43.3121,87.1417,"[10, 20, 57]",34787,94.7,481792,26.6,613488,53.3
17,17,0.1,0.05,1.496,45.758,91.4922,45.7404,90.7245,"[10, 20, 57]",34787,94.7,481792,26.6,613488,53.3
18,18,0.1,0.05,1.513,44.614,91.2524,38.0673,86.6839,"[10, 20, 57]",34787,94.7,481792,26.6,613488,53.3
19,19,0.1,0.005,1.406,48.848,92.747,51.7018,93.4415,"[10, 20, 57]",34787,94.7,481792,26.6,613488,53.3
20,0,0.1,0.05,1.37,50.2118,93.2425,55.0358,94.8447,"[10, 20, 57]",34787,94.7,247145,62.4,367594,72.0
21,1,0.1,0.05,1.334,51.9022,93.734,55.5932,94.8646,"[10, 20, 57]",34787,94.7,247145,62.4,367594,72.0
